loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_f1_macro,eval_precision_macro,eval_recall_macro,eval_best_thresh,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.7436360518137614,5.675926208496094,6.5277777777777784e-06,1.0,48,,,,,,,,,,,,,
,,,1.0,48,0.6510974168777466,0.25257291024475903,0.16181831577990158,0.7561362791797575,0.44999999999999996,14.7954,6.421,0.811,,,,,
0.6192631721496582,6.603445529937744,1.3194444444444446e-05,2.0,96,,,,,,,,,,,,,
,,,2.0,96,0.5427728295326233,0.3526166109922311,0.27272290786340747,0.6831852447069838,0.5499999999999999,14.4968,6.553,0.828,,,,,
0.5444314877192179,22.87040901184082,1.9861111111111114e-05,3.0,144,,,,,,,,,,,,,
,,,3.0,144,0.4673018753528595,0.41010170388988526,0.39054563986107044,0.5303857334292116,0.6499999999999999,14.6183,6.499,0.821,,,,,
0.44259560108184814,22.43675422668457,1.927469135802469e-05,4.0,192,,,,,,,,,,,,,
,,,4.0,192,0.4163026511669159,0.44831251532061567,0.3811732367432261,0.6770533492272622,0.5999999999999999,13.3527,7.115,0.899,,,,,
0.35628871122996014,11.397112846374512,1.853395061728395e-05,5.0,240,,,,,,,,,,,,,
,,,5.0,240,0.3812689185142517,0.5130018768126483,0.5632789868083985,0.5423337853772635,0.7,13.5507,7.011,0.886,,,,,
0.28995800018310547,17.36386489868164,1.779320987654321e-05,6.0,288,,,,,,,,,,,,,
,,,6.0,288,0.35778939723968506,0.565525224895081,0.4980407896103892,0.7457424137858921,0.5999999999999999,14.3495,6.62,0.836,,,,,
0.2502228418986003,5.6944499015808105,1.705246913580247e-05,7.0,336,,,,,,,,,,,,,
,,,7.0,336,0.33269521594047546,0.5804793849056313,0.5196399247629008,0.7388041909781039,0.5499999999999999,14.9483,6.355,0.803,,,,,
0.22597521543502808,100.8951644897461,1.631172839506173e-05,8.0,384,,,,,,,,,,,,,
,,,8.0,384,0.3871115744113922,0.5665637768543992,0.5696123515860358,0.6192023757241149,0.6499999999999999,14.8338,6.404,0.809,,,,,
0.18988917271296182,5.776331901550293,1.5570987654320986e-05,9.0,432,,,,,,,,,,,,,
,,,9.0,432,0.36958542466163635,0.6053251943152947,0.5479610612825622,0.7127516364472886,0.5499999999999999,14.7989,6.419,0.811,,,,,
0.15634100635846457,4.177070617675781,1.4830246913580248e-05,10.0,480,,,,,,,,,,,,,
,,,10.0,480,0.4161456823348999,0.624936699792333,0.6793527725752789,0.6347857456553109,0.6499999999999999,14.6864,6.469,0.817,,,,,
0.13163182139396667,9.46088981628418,1.4089506172839507e-05,11.0,528,,,,,,,,,,,,,
,,,11.0,528,0.434116005897522,0.6082348797762556,0.6111355501266428,0.6443143651839304,0.6499999999999999,14.7951,6.421,0.811,,,,,
0.12057210008303325,2.4241714477539062,1.3348765432098767e-05,12.0,576,,,,,,,,,,,,,
,,,12.0,576,0.4224033057689667,0.6103456178680692,0.6011639170697142,0.6522634209590732,0.5999999999999999,13.3757,7.102,0.897,,,,,
0.10504921277364095,3.72023606300354,1.2608024691358025e-05,13.0,624,,,,,,,,,,,,,
,,,13.0,624,0.49500688910484314,0.6157747492391259,0.6288331829201395,0.6392162829119351,0.5999999999999999,13.717,6.926,0.875,,,,,
,,,13.0,624,,,,,,,,,3137.4565,3.614,0.459,418658742028800.0,0.3212195688333267
