loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_f1_macro,eval_precision_macro,eval_recall_macro,eval_best_thresh,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
,,,15.0,360,0.3990246057510376,0.6279840800174242,0.666712903109962,0.6313730472426126,0.7,13.1298,7.235,0.457,,,,,
0.09484814604123433,3.981691598892212,1.0401234567901235e-05,16.0,384,,,,,,,,,,,,,
,,,16.0,384,0.38789796829223633,0.6385852444021781,0.6820417960997671,0.6309273817969471,0.7,13.1261,7.238,0.457,,,,,
0.07798037429650624,3.688535690307617,9.660493827160495e-06,17.0,408,,,,,,,,,,,,,
,,,17.0,408,0.4156941771507263,0.6513917831848866,0.6552348252348252,0.6844033502729155,0.5999999999999999,13.1409,7.229,0.457,,,,,
0.07267397145430247,4.773712158203125,8.919753086419753e-06,18.0,432,,,,,,,,,,,,,
,,,18.0,432,0.440080851316452,0.6526798460983925,0.6494546194546195,0.6937131145826798,0.5499999999999999,13.1074,7.248,0.458,,,,,
0.06562958161036174,4.347190856933594,8.179012345679013e-06,19.0,456,,,,,,,,,,,,,
,,,19.0,456,0.43667471408843994,0.6514723387187155,0.6386706719952652,0.7047598134554657,0.5499999999999999,13.1608,7.218,0.456,,,,,
0.05494977533817291,3.9031801223754883,7.438271604938272e-06,20.0,480,,,,,,,,,,,,,
,,,20.0,480,0.4578533470630646,0.6488832297197723,0.6427432355789354,0.7097093084049606,0.5499999999999999,13.134,7.233,0.457,,,,,
0.05557838579018911,3.3876588344573975,6.6975308641975314e-06,21.0,504,,,,,,,,,,,,,
,,,21.0,504,0.456403523683548,0.6629522004960601,0.6836918963389552,0.6686487023443545,0.5999999999999999,13.1268,7.237,0.457,,,,,
0.04904944201310476,4.727542400360107,5.956790123456791e-06,22.0,528,,,,,,,,,,,,,
,,,22.0,528,0.4620072543621063,0.6606459810623346,0.6929795209831507,0.6633456720413242,0.5999999999999999,13.1653,7.216,0.456,,,,,
0.049109578132629395,1.0334581136703491,5.21604938271605e-06,23.0,552,,,,,,,,,,,,,
,,,23.0,552,0.4521538317203522,0.6627134915616143,0.6403904113204302,0.7219315306271827,0.49999999999999994,13.1191,7.241,0.457,,,,,
0.039028674364089966,2.133640766143799,4.475308641975309e-06,24.0,576,,,,,,,,,,,,,
,,,24.0,576,0.47757261991500854,0.6540655598126863,0.6831872702460938,0.6571137879833533,0.5999999999999999,13.0984,7.253,0.458,,,,,
,,,24.0,576,,,,,,,,,5397.7727,2.101,0.133,772908446822400.0,0.2221634882605738
